Sale_ID,Date,Brand,Model,Category,Fuel_Type,Transmission,Price,City,Seller_Type,Kilometers_Driven,Color,Customer_Age,Unused_ID
521,2022-02-28,Toyota,Innova,SUV,CNG,Manual,192558.0,Ahmedabad,Individual,61547,Red,43.0,199272
522,2021-11-09,Honda,Jazz,MUV,CNG,Automatic,876945.0,Delhi,Dealer,38095,Grey,40.0,499706
523,2023-01-12,Honda,WR-V,SUV,Diesel,Automatic,786490.0,Delhi,Dealer,53286,White,54.0,602477
524,2021-08-25,Tata,Safari,MUV,Electric,Automatic,1225535.0,Hyderabad,Dealer,51719,Black,58.0,959165
525,2021-09-01,Skoda,Superb,Sedan,Petrol,Automatic,924009.0,Ahmedabad,Individual,58906,Brown,53.0,354557
526,2021-05-31,Toyota,Glanza,SUV,Petrol,Manual,1266732.0,Kolkata,Dealer,19779,Silver,21.0,794457
527,2021-04-30,Renault,Duster,Sedan,Petrol,Automatic,882394.0,Chennai,Individual,18051,Black,69.0,328550
528,2020-12-08,Mahindra,Scorpio,SUV,Diesel,Automatic,1091654.0,Chennai,Individual,22254,White,64.0,240260
529,2021-06-16,Tata,Nexon,SUV,Diesel,Manual,875977.0,Kolkata,Individual,40782,White,63.0,414568
530,2022-06-15,Toyota,Fortuner,SUV,Electric,Manual,1127925.0,Bangalore,Dealer,17367,Red,43.0,247295
531,2021-01-26,Skoda,Kushaq,MUV,Petrol,Manual,1237705.0,Mumbai,Individual,0,Red,55.0,844252
532,2021-07-16,Maruti,Dzire,Sedan,CNG,Automatic,1502358.0,Delhi,Individual,63914,White,56.0,168375
533,2022-07-22,Skoda,Superb,Sedan,Petrol,Automatic,736651.0,Hyderabad,Dealer,34167,Silver,69.0,529637
534,2021-03-27,Skoda,Kushaq,MUV,Petrol,Automatic,762441.0,Chennai,Dealer,29326,Brown,23.0,192031
535,2021-03-28,Honda,Amaze,SUV,Diesel,Manual,837587.0,Hyderabad,Dealer,34446,Brown,20.0,302316
536,2021-10-17,Renault,Kwid,SUV,CNG,Automatic,1526763.0,Chennai,Dealer,58435,Grey,26.0,376871
537,2021-06-02,Toyota,Innova,Sedan,Petrol,Automatic,853492.0,Ahmedabad,Dealer,36495,Green,60.0,737703
538,2022-02-27,Tata,Tiago,Sedan,CNG,Manual,1193317.0,Hyderabad,Dealer,29140,Silver,45.0,571281
539,2020-06-03,Mahindra,Scorpio,SUV,Petrol,Automatic,1201059.0,Kolkata,Individual,31694,White,32.0,274311
540,2020-12-27,Mahindra,Thar,SUV,Diesel,Automatic,1378446.0,Mumbai,Dealer,17173,White,21.0,539672
541,2022-01-19,Toyota,Glanza,SUV,CNG,Automatic,1020596.0,Chennai,Individual,91765,White,61.0,690485
542,2022-09-05,Mahindra,Thar,Hatchback,Diesel,Automatic,1147531.0,Delhi,Individual,41795,Grey,42.0,297081
543,2020-09-25,Honda,WR-V,MUV,Electric,Automatic,695344.0,Chennai,Dealer,58929,Brown,64.0,699351
544,2023-01-16,Hyundai,Verna,SUV,Diesel,Manual,1361591.0,Chennai,Individual,32187,Black,19.0,688523
545,2022-09-02,Mahindra,XUV300,SUV,Diesel,Automatic,695639.0,Pune,Dealer,20332,Silver,28.0,159432
546,2022-04-28,Kia,Seltos,Sedan,CNG,Manual,863882.0,Kolkata,Dealer,44487,White,60.0,186968
547,2023-02-26,Honda,WR-V,SUV,Electric,Automatic,956280.0,Chennai,Dealer,55886,Red,39.0,835975
548,2020-12-23,Tata,Tiago,Hatchback,Electric,Automatic,1049672.0,Kolkata,Individual,44906,Brown,61.0,373931
549,2020-10-28,Honda,Amaze,Hatchback,CNG,Automatic,1259119.0,Mumbai,Dealer,0,Blue,18.0,192973
550,2023-01-13,Volkswagen,Polo,Hatchback,Diesel,Automatic,685592.0,Ahmedabad,Dealer,31524,Green,70.0,428755
551,2022-02-23,Kia,Carnival,Hatchback,Electric,Manual,786494.0,Chennai,Individual,52885,Green,68.0,634832
552,2021-03-31,Honda,City,Sedan,Electric,Manual,1177494.0,Bangalore,Individual,28993,Green,19.0,925517
553,2021-08-05,Toyota,Innova,Hatchback,Electric,Manual,601821.0,Delhi,Individual,41378,Green,69.0,790975
554,2020-06-23,Renault,Triber,SUV,Petrol,Manual,1095887.0,Hyderabad,Dealer,71067,Red,42.0,354504
555,2022-07-27,Renault,Duster,Sedan,Diesel,Automatic,684688.0,Mumbai,Individual,35421,Black,50.0,267353
556,2022-09-07,Kia,Carens,Hatchback,Petrol,Automatic,1142148.0,Ahmedabad,Dealer,41448,Blue,57.0,221312
557,2022-08-12,Volkswagen,Taigun,Sedan,CNG,Automatic,891845.0,Pune,Dealer,47964,Grey,35.0,765130
558,2021-03-13,Toyota,Glanza,SUV,Diesel,Automatic,965830.0,Ahmedabad,Individual,40323,Grey,68.0,467587
559,2021-08-06,Mahindra,Thar,SUV,Petrol,Automatic,787439.0,Delhi,Individual,26790,Black,58.0,273696
560,2020-02-19,Toyota,Fortuner,MUV,Electric,Manual,809537.0,Pune,Dealer,23985,Grey,47.0,719300
561,2022-03-12,Toyota,Fortuner,Hatchback,Diesel,Automatic,1248950.0,Hyderabad,Dealer,19020,Blue,29.0,935388
562,2023-01-31,Kia,Seltos,MUV,Diesel,Automatic,1048766.0,Delhi,Dealer,22775,Grey,37.0,550677
563,2020-07-28,Volkswagen,Tiguan,SUV,Petrol,Manual,921837.0,Delhi,Individual,33722,Brown,30.0,580058
564,2022-05-22,Maruti,Baleno,MUV,Petrol,Manual,1075232.0,Pune,Individual,67234,Grey,67.0,106124
565,2020-07-05,Hyundai,Verna,Hatchback,Electric,Manual,1079356.0,Bangalore,Dealer,57345,Blue,68.0,810350
566,2021-10-14,Honda,WR-V,SUV,Diesel,Manual,1239747.0,Bangalore,Individual,30500,Brown,48.0,837407
567,2022-05-31,Toyota,Fortuner,Sedan,CNG,Automatic,873046.0,Delhi,Dealer,31511,Silver,50.0,744449
568,2021-04-06,Honda,WR-V,Hatchback,Petrol,Manual,1104817.0,Bangalore,Dealer,12133,Silver,54.0,196915
569,2021-03-26,Kia,Carens,MUV,Diesel,Manual,1267978.0,Delhi,Individual,96425,Black,39.0,974087
570,2020-11-16,Renault,Triber,SUV,Petrol,Automatic,1455219.0,Bangalore,Dealer,36350,Green,66.0,538778
571,2023-02-07,Skoda,Kushaq,Hatchback,Diesel,Manual,1401787.0,Chennai,Dealer,50480,Silver,43.0,460118
572,2022-07-31,Honda,Jazz,SUV,Petrol,Manual,1109084.0,Hyderabad,Individual,16210,Red,45.0,774989
573,2022-08-23,Volkswagen,Polo,,,Manual,,,Dealer,85360,Red,,721878
574,2020-05-09,Tata,Tiago,MUV,Petrol,Automatic,962179.0,Delhi,Dealer,42478,White,40.0,442671
575,2022-08-12,Hyundai,Creta,Sedan,CNG,Automatic,1249182.0,Pune,Individual,20168,White,59.0,406466
576,2022-05-29,Hyundai,i20,SUV,CNG,Automatic,1160873.0,Ahmedabad,Dealer,49501,Blue,44.0,411360
577,2021-12-18,Tata,Tiago,Sedan,Petrol,Automatic,941989.0,Delhi,Dealer,49085,White,53.0,812345
578,2022-04-22,Mahindra,Bolero,Hatchback,Electric,Automatic,509312.0,Mumbai,Individual,17302,Blue,39.0,402067
579,2023-02-01,Honda,WR-V,MUV,Diesel,Automatic,903077.0,Chennai,Dealer,31351,White,26.0,658471
580,2021-08-14,Maruti,Alto,SUV,Petrol,Manual,623768.0,Kolkata,Dealer,40445,Blue,37.0,399973
581,2023-02-12,Mahindra,XUV300,Sedan,Diesel,Manual,1107730.0,Hyderabad,Individual,34655,Green,68.0,941946
582,2022-08-07,Skoda,Kushaq,Sedan,CNG,Automatic,1366607.0,Kolkata,Individual,76613,White,61.0,512972
583,2022-10-14,Honda,WR-V,SUV,CNG,Automatic,984302.0,Pune,Dealer,41835,Red,67.0,445294
584,2021-01-06,Mahindra,Bolero,Hatchback,Diesel,Automatic,797480.0,Ahmedabad,Individual,50596,Red,66.0,221854
585,2020-08-09,Kia,Seltos,,,Manual,,,Dealer,25617,Grey,,893907
586,2022-01-19,Maruti,Alto,,,Manual,,,Individual,68460,Blue,,979003
587,2023-01-16,Hyundai,Creta,Hatchback,Petrol,Automatic,691166.0,Kolkata,Individual,67538,Silver,51.0,126010
588,2020-08-09,Tata,Harrier,SUV,CNG,Manual,705918.0,Kolkata,Dealer,47881,White,24.0,927782
589,2020-03-16,Mahindra,Thar,SUV,Electric,Manual,1147220.0,Mumbai,Individual,16818,Blue,50.0,705162
590,2022-01-28,Mahindra,Bolero,MUV,Diesel,Automatic,1097721.0,Bangalore,Dealer,31615,Grey,40.0,549581
591,2023-04-11,Mahindra,Scorpio,SUV,Diesel,Automatic,1382141.0,Hyderabad,Individual,45372,Grey,41.0,187217
592,2022-03-01,Volkswagen,Taigun,SUV,Electric,Manual,1364563.0,Ahmedabad,Individual,55463,Brown,54.0,859225
593,2022-12-10,Volkswagen,Vento,SUV,CNG,Automatic,1199266.0,Ahmedabad,Individual,48391,White,46.0,683469
594,2020-07-12,Toyota,Fortuner,SUV,Diesel,Automatic,698635.0,Mumbai,Dealer,65338,Silver,41.0,263136
595,2020-01-02,Toyota,Glanza,Sedan,Petrol,Manual,1047966.0,Kolkata,Dealer,43374,Blue,32.0,274702
596,2021-10-30,Maruti,Swift,Hatchback,Electric,Automatic,1165650.0,Mumbai,Individual,37521,Black,34.0,140640
597,2021-10-27,Hyundai,Verna,Hatchback,CNG,Manual,815476.0,Ahmedabad,Individual,31768,Grey,69.0,537501
598,2022-05-24,Skoda,Octavia,Hatchback,Electric,Manual,1395013.0,Mumbai,Dealer,46064,Black,46.0,318922
599,2020-05-15,Renault,Kwid,Sedan,Petrol,Manual,1100554.0,Delhi,Dealer,3553,Red,51.0,263958
600,2022-04-21,Tata,Nexon,Sedan,CNG,Automatic,693658.0,Chennai,Dealer,56583,Blue,47.0,224817
601,2020-12-27,Skoda,Octavia,MUV,CNG,Automatic,607175.0,Bangalore,Individual,75776,Brown,59.0,220547
602,2021-04-09,Skoda,Kushaq,Sedan,CNG,Automatic,1073104.0,Kolkata,Dealer,44248,Brown,38.0,484299
603,2020-10-05,Mahindra,Thar,MUV,Diesel,Manual,1105017.0,Pune,Individual,35442,Green,53.0,197618
604,2020-11-09,Skoda,Kushaq,MUV,Diesel,Manual,1834048.0,Bangalore,Individual,39583,Green,70.0,610268
605,2022-07-23,Volkswagen,Vento,Hatchback,Diesel,Manual,644920.0,Delhi,Dealer,46181,Brown,35.0,701287
606,2021-03-10,Honda,City,Sedan,CNG,Manual,1522911.0,Chennai,Dealer,20698,Brown,67.0,389340
607,2022-02-20,Skoda,Kushaq,SUV,Petrol,Manual,902363.0,Kolkata,Individual,17265,Black,24.0,546814
608,2021-08-20,Skoda,Kushaq,Sedan,Diesel,Manual,1204888.0,Mumbai,Dealer,74837,White,54.0,976488
609,2022-10-05,Mahindra,Bolero,MUV,CNG,Manual,857659.0,Delhi,Dealer,29874,Blue,68.0,208949
610,2021-09-06,Maruti,Baleno,MUV,Electric,Automatic,1382887.0,Hyderabad,Dealer,52686,Brown,44.0,443724
611,2020-06-03,Honda,WR-V,SUV,CNG,Automatic,1015227.0,Kolkata,Individual,17194,Grey,40.0,394262
612,2020-10-06,Renault,Kiger,Sedan,Electric,Manual,1201431.0,Chennai,Dealer,11689,White,45.0,541911
613,2021-12-21,Skoda,Kushaq,MUV,Electric,Automatic,837249.0,Mumbai,Individual,40221,Silver,34.0,108289
614,2020-12-22,Maruti,Baleno,MUV,Petrol,Automatic,1361912.0,Bangalore,Individual,58152,Grey,32.0,263612
615,2020-01-17,Renault,Kwid,Sedan,Electric,Manual,1547335.0,Bangalore,Dealer,60777,Grey,61.0,499578
616,2021-09-11,Kia,Seltos,Hatchback,Petrol,Automatic,1499008.0,Chennai,Dealer,94264,Blue,59.0,364305
617,2021-01-16,Mahindra,Scorpio,Sedan,Diesel,Manual,604863.0,Delhi,Individual,22740,White,27.0,996056
618,2020-01-08,Maruti,Swift,Sedan,CNG,Automatic,748405.0,Mumbai,Individual,49202,Black,61.0,146081
619,2020-02-24,Skoda,Octavia,MUV,Electric,Manual,818327.0,Chennai,Individual,34466,Blue,68.0,299237
620,2021-07-01,Tata,Safari,Hatchback,CNG,Manual,882947.0,Delhi,Individual,26381,White,50.0,295010
621,2022-06-20,Hyundai,Creta,Sedan,Electric,Manual,818842.0,Bangalore,Dealer,28669,Brown,26.0,923832
622,2022-05-02,Toyota,Innova,Sedan,Electric,Automatic,868630.0,Mumbai,Individual,38070,Blue,55.0,248090
623,2020-03-22,Skoda,Superb,MUV,Diesel,Manual,798354.0,Delhi,Individual,57957,Green,62.0,494245
624,2021-03-03,Skoda,Rapid,Hatchback,Petrol,Automatic,844400.0,Delhi,Individual,20019,Green,27.0,889232
625,2021-08-29,Honda,Amaze,MUV,Diesel,Automatic,691680.0,Kolkata,Dealer,22584,Red,18.0,101540
626,2022-11-15,Toyota,Innova,MUV,CNG,Manual,862245.0,Hyderabad,Dealer,24097,Red,48.0,622319
627,2020-07-11,Hyundai,i20,Hatchback,Diesel,Automatic,447494.0,Bangalore,Dealer,30346,Red,51.0,180910
628,2020-12-07,Toyota,Innova,Sedan,Petrol,Manual,1505654.0,Mumbai,Dealer,29739,White,20.0,719895
629,2022-06-27,Hyundai,Creta,,,Automatic,,,Dealer,37448,Red,,979682
630,2021-11-12,Mahindra,Scorpio,SUV,Petrol,Automatic,1311941.0,Ahmedabad,Individual,39730,Brown,20.0,801437
631,2020-08-05,Mahindra,Scorpio,Hatchback,CNG,Manual,993294.0,Chennai,Dealer,36546,Black,22.0,457991
632,2021-03-03,Tata,Tiago,SUV,Petrol,Manual,725080.0,Delhi,Dealer,42248,Brown,36.0,214267
633,2023-04-01,Kia,Carens,MUV,Diesel,Automatic,442939.0,Ahmedabad,Individual,2523,White,58.0,961775
634,2022-03-11,Kia,Carnival,SUV,Petrol,Manual,1487047.0,Chennai,Individual,70809,Red,63.0,882954
635,2022-01-07,Skoda,Kushaq,Hatchback,Electric,Manual,988100.0,Hyderabad,Individual,71079,Red,64.0,872668
636,2022-11-20,Skoda,Superb,MUV,Petrol,Automatic,1760732.0,Ahmedabad,Dealer,19290,Black,25.0,535048
637,2022-11-19,Honda,Amaze,Sedan,Electric,Manual,1033511.0,Bangalore,Individual,14250,Grey,70.0,736046
638,2022-07-28,Maruti,Alto,MUV,CNG,Manual,621083.0,Mumbai,Individual,48521,Blue,64.0,904756
639,2020-08-16,Honda,Jazz,Hatchback,Petrol,Manual,640088.0,Chennai,Individual,55570,Brown,55.0,498250
640,2021-04-01,Toyota,Glanza,Hatchback,Petrol,Manual,1327029.0,Hyderabad,Dealer,41846,Red,67.0,427752
641,2020-08-30,Honda,Jazz,MUV,CNG,Automatic,1193393.0,Mumbai,Dealer,23557,Silver,47.0,213826
642,2021-08-16,Mahindra,XUV300,MUV,Petrol,Manual,655234.0,Chennai,Individual,37652,Grey,37.0,120784
643,2021-03-09,Kia,Carens,Sedan,CNG,Manual,1016128.0,Delhi,Dealer,12904,Green,57.0,907339
644,2023-04-04,Toyota,Glanza,Sedan,Electric,Manual,1136543.0,Kolkata,Dealer,37609,Red,25.0,175939
645,2022-06-28,Tata,Nexon,SUV,CNG,Manual,950995.0,Hyderabad,Individual,25158,Silver,41.0,414164
646,2022-05-26,Toyota,Glanza,MUV,Diesel,Manual,766044.0,Delhi,Dealer,8807,Brown,46.0,613904
647,2022-03-24,Hyundai,Creta,MUV,Diesel,Automatic,878106.0,Delhi,Dealer,36819,Grey,65.0,112824
648,2021-06-29,Honda,Jazz,Sedan,Electric,Automatic,1062401.0,Delhi,Dealer,24539,Black,59.0,264598
649,2022-02-01,Hyundai,Venue,Hatchback,CNG,Automatic,261784.0,Hyderabad,Individual,44807,Red,51.0,502788
650,2022-03-09,Volkswagen,Tiguan,Hatchback,Diesel,Automatic,932647.0,Ahmedabad,Dealer,55232,Red,51.0,307137
651,2022-05-03,Mahindra,Scorpio,Sedan,CNG,Manual,1003337.0,Delhi,Individual,55329,Silver,67.0,113946
652,2022-12-08,Renault,Triber,,,Automatic,,,Individual,0,Brown,,240912
653,2021-07-01,Maruti,Dzire,Sedan,CNG,Automatic,1206597.0,Hyderabad,Individual,44203,White,27.0,982955
654,2022-08-20,Hyundai,Venue,MUV,Petrol,Automatic,886946.0,Bangalore,Dealer,25599,Blue,27.0,441447
655,2023-03-27,Mahindra,Thar,Sedan,CNG,Manual,623889.0,Pune,Dealer,41263,Black,23.0,269495
656,2020-12-29,Toyota,Glanza,MUV,Electric,Automatic,1106574.0,Bangalore,Individual,20045,White,45.0,848491
657,2022-07-19,Mahindra,Bolero,MUV,CNG,Manual,1212418.0,Mumbai,Individual,41069,Silver,27.0,318048
658,2023-01-31,Hyundai,i20,MUV,CNG,Automatic,1086168.0,Delhi,Individual,28560,Black,53.0,572950
659,2020-08-15,Skoda,Superb,MUV,CNG,Manual,898469.0,Kolkata,Individual,5026,Green,26.0,881776
660,2021-06-01,Maruti,Baleno,Sedan,Diesel,Automatic,1099683.0,Kolkata,Individual,3779,Green,59.0,862950
661,2021-10-13,Honda,City,Sedan,Diesel,Manual,1014540.0,Bangalore,Dealer,40640,Black,21.0,395857
662,2021-01-01,Renault,Duster,SUV,Diesel,Automatic,1638381.0,Bangalore,Individual,73813,Brown,33.0,282368
663,2021-07-14,Tata,Tiago,Hatchback,Electric,Manual,682056.0,Bangalore,Dealer,39964,White,64.0,273104
664,2023-01-17,Maruti,Baleno,MUV,Petrol,Manual,670754.0,Bangalore,Dealer,27060,Red,37.0,206976
665,2020-08-19,Tata,Nexon,MUV,Petrol,Automatic,1037291.0,Mumbai,Individual,20723,White,56.0,546679
666,2022-05-31,Kia,Carens,SUV,Electric,Automatic,1189281.0,Bangalore,Individual,62801,Red,34.0,714568
667,2020-09-09,Maruti,Dzire,SUV,Petrol,Manual,541336.0,Ahmedabad,Dealer,59799,Grey,70.0,798459
668,2020-07-08,Honda,City,Hatchback,Electric,Automatic,1092543.0,Chennai,Dealer,28798,Brown,52.0,761141
669,2023-01-19,Kia,Carens,MUV,Diesel,Automatic,408128.0,Ahmedabad,Individual,0,Silver,57.0,593814
670,2022-02-04,Toyota,Glanza,Hatchback,Petrol,Automatic,909247.0,Hyderabad,Dealer,23500,Brown,21.0,562360
671,2020-12-03,Maruti,Alto,Sedan,Electric,Manual,1549257.0,Chennai,Individual,57260,Green,36.0,992900
672,2021-07-24,Renault,Kiger,MUV,Diesel,Manual,1827841.0,Pune,Dealer,37032,Brown,48.0,779889
673,2020-01-07,Tata,Nexon,Sedan,CNG,Manual,1330182.0,Mumbai,Individual,36487,Blue,23.0,715296
674,2022-04-13,Kia,Sonet,Hatchback,Electric,Automatic,1063758.0,Delhi,Individual,65067,White,31.0,612131
675,2022-10-18,Mahindra,XUV300,,,Manual,,,Individual,60019,Blue,,523850
676,2022-07-28,Renault,Duster,Hatchback,Electric,Automatic,771593.0,Delhi,Dealer,53176,Silver,63.0,971261
677,2022-12-13,Skoda,Octavia,MUV,Diesel,Manual,1009491.0,Bangalore,Individual,35757,Blue,43.0,314914
678,2020-07-16,Renault,Kwid,Hatchback,Petrol,Automatic,720719.0,Mumbai,Individual,57909,Brown,37.0,949400
679,2022-07-15,Renault,Triber,,,Automatic,,,Dealer,0,Silver,,961128
680,2021-11-24,Mahindra,Bolero,SUV,CNG,Automatic,56789.0,Delhi,Individual,79813,Black,25.0,589319
681,2020-03-25,Mahindra,Scorpio,Hatchback,Electric,Manual,1264756.0,Hyderabad,Individual,36460,Green,63.0,564808
682,2022-12-12,Toyota,Glanza,MUV,CNG,Automatic,792391.0,Hyderabad,Dealer,49051,White,57.0,518806
683,2021-03-29,Toyota,Glanza,SUV,Petrol,Manual,1058623.0,Delhi,Dealer,18452,Green,35.0,671051
684,2020-01-07,Toyota,Etios,MUV,CNG,Manual,655806.0,Delhi,Dealer,73151,Red,28.0,157743
685,2022-04-18,Volkswagen,Tiguan,Hatchback,Petrol,Automatic,500337.0,Chennai,Individual,17503,Green,62.0,343427
686,2021-01-31,Toyota,Glanza,Sedan,Petrol,Manual,1200064.0,Kolkata,Individual,30296,Silver,61.0,820633
687,2022-12-25,Renault,Duster,Sedan,Petrol,Manual,864319.0,Pune,Individual,50938,Black,35.0,334250
688,2022-07-06,Tata,Safari,Sedan,Electric,Manual,865229.0,Mumbai,Dealer,49978,Green,25.0,299555
689,2020-05-07,Tata,Tiago,MUV,Electric,Manual,1046074.0,Chennai,Dealer,45859,White,55.0,741540
690,2022-08-29,Maruti,Dzire,Hatchback,CNG,Automatic,825738.0,Ahmedabad,Individual,54505,Black,47.0,313231
691,2020-10-20,Kia,Sonet,MUV,Diesel,Automatic,889915.0,Ahmedabad,Dealer,48886,Red,52.0,115531
692,2021-06-16,Skoda,Superb,SUV,Petrol,Automatic,1146188.0,Ahmedabad,Individual,25789,Black,50.0,319628
693,2022-07-01,Skoda,Superb,MUV,CNG,Automatic,964951.0,Hyderabad,Dealer,14836,White,28.0,980843
694,2022-05-04,Maruti,Alto,SUV,Diesel,Automatic,667600.0,Mumbai,Individual,49826,Grey,37.0,931632
695,2021-02-01,Kia,Sonet,Hatchback,Electric,Automatic,809526.0,Ahmedabad,Dealer,36105,Black,32.0,962748
696,2020-04-09,Mahindra,Thar,MUV,Electric,Manual,1183602.0,Kolkata,Individual,11584,Brown,66.0,822027
697,2021-10-10,Kia,Seltos,SUV,CNG,Manual,964978.0,Hyderabad,Individual,14969,Black,50.0,648213
698,2022-10-03,Renault,Kiger,Hatchback,Petrol,Automatic,1327255.0,Delhi,Individual,65982,Grey,52.0,485574
699,2020-12-09,Tata,Nexon,Hatchback,Diesel,Manual,586784.0,Bangalore,Individual,54699,Grey,33.0,894746
700,2022-05-10,Kia,Carnival,SUV,Petrol,Automatic,1201622.0,Delhi,Individual,31554,Silver,66.0,405656
701,2022-03-06,Maruti,Baleno,SUV,Electric,Automatic,761320.0,Pune,Individual,58110,Red,18.0,560025
702,2021-01-19,Hyundai,i20,SUV,Electric,Automatic,864589.0,Kolkata,Dealer,60482,Black,32.0,783339
703,2022-04-29,Mahindra,Scorpio,MUV,Diesel,Manual,1086521.0,Bangalore,Dealer,43017,Brown,70.0,134439
704,2021-01-20,Volkswagen,Vento,Sedan,Diesel,Automatic,1036922.0,Ahmedabad,Individual,72842,Red,57.0,830040
705,2023-01-23,Toyota,Glanza,SUV,Diesel,Manual,838842.0,Bangalore,Individual,51166,White,43.0,782234
706,2022-11-28,Honda,Amaze,Hatchback,Petrol,Manual,1231803.0,Kolkata,Dealer,63975,Green,35.0,913473
707,2021-12-14,Skoda,Superb,MUV,CNG,Manual,1248582.0,Ahmedabad,Dealer,10940,Silver,25.0,388384
708,2021-10-05,Mahindra,Scorpio,MUV,Diesel,Manual,1110699.0,Chennai,Individual,64186,White,26.0,290865
709,2022-01-19,Mahindra,Thar,MUV,Petrol,Manual,866330.0,Delhi,Individual,10994,Red,60.0,556471
710,2022-01-17,Volkswagen,Taigun,MUV,CNG,Manual,1033397.0,Ahmedabad,Individual,40606,Black,68.0,226767
711,2022-06-23,Kia,Sonet,MUV,Diesel,Automatic,1293105.0,Delhi,Individual,34613,White,61.0,496484
712,2022-10-12,Volkswagen,Taigun,MUV,CNG,Automatic,562662.0,Kolkata,Individual,45088,Green,43.0,712293
713,2021-01-16,Toyota,Fortuner,MUV,Electric,Manual,1288559.0,Hyderabad,Dealer,16828,Blue,22.0,301205
714,2020-12-21,Volkswagen,Taigun,Sedan,Diesel,Automatic,1028662.0,Chennai,Dealer,73938,Red,24.0,441654
715,2020-06-20,Toyota,Fortuner,MUV,Electric,Automatic,1317669.0,Bangalore,Individual,55840,Blue,51.0,838925
716,2021-03-05,Tata,Safari,MUV,Electric,Automatic,748315.0,Delhi,Dealer,42057,Grey,25.0,347667
717,2022-04-20,Toyota,Glanza,SUV,Petrol,Manual,906660.0,Hyderabad,Dealer,44761,Brown,37.0,246180
718,2021-02-27,Toyota,Etios,Hatchback,Electric,Manual,646248.0,Hyderabad,Dealer,24057,White,50.0,262135
719,2020-12-15,Renault,Kiger,Hatchback,Diesel,Automatic,592246.0,Chennai,Individual,25578,White,42.0,537236
720,2021-08-15,Kia,Carnival,MUV,Electric,Manual,850641.0,Pune,Dealer,67502,Brown,28.0,301415
721,2023-02-25,Kia,Sonet,Sedan,CNG,Manual,559448.0,Ahmedabad,Individual,58793,Green,21.0,346647
722,2020-01-09,Mahindra,XUV300,MUV,Electric,Manual,1166236.0,Delhi,Dealer,32084,Silver,70.0,325469
723,2020-02-15,Honda,City,Sedan,CNG,Manual,963063.0,Delhi,Dealer,84616,White,20.0,692556
724,2020-03-14,Skoda,Kushaq,Hatchback,CNG,Manual,704733.0,Hyderabad,Individual,35924,Brown,64.0,431465
725,2020-07-06,Hyundai,Venue,Sedan,Petrol,Manual,967192.0,Chennai,Dealer,49678,Silver,22.0,511318
726,2021-06-03,Mahindra,Bolero,Sedan,CNG,Automatic,1114197.0,Chennai,Individual,30201,Black,43.0,101609
727,2022-12-10,Volkswagen,Tiguan,MUV,Petrol,Manual,825404.0,Hyderabad,Individual,20805,White,68.0,718388
728,2020-06-02,Skoda,Superb,MUV,Electric,Manual,1474669.0,Bangalore,Individual,38344,Blue,25.0,953623
729,2021-09-08,Kia,Seltos,MUV,Petrol,Manual,823456.0,Ahmedabad,Individual,26224,Grey,21.0,835965
730,2023-03-08,Tata,Harrier,MUV,Diesel,Manual,1057213.0,Hyderabad,Individual,42082,Red,45.0,589765
731,2020-10-19,Kia,Seltos,Hatchback,Diesel,Automatic,1181517.0,Chennai,Individual,64273,Green,18.0,532583
732,2022-11-24,Honda,Amaze,MUV,CNG,Manual,659998.0,Kolkata,Individual,34569,Grey,54.0,228695
733,2020-10-21,Tata,Tiago,MUV,Electric,Manual,1362883.0,Ahmedabad,Dealer,37341,Brown,43.0,271608
734,2022-08-15,Renault,Duster,MUV,Diesel,Manual,412448.0,Kolkata,Individual,16676,Brown,38.0,111064
735,2021-07-16,Hyundai,Verna,SUV,CNG,Automatic,929540.0,Mumbai,Individual,53294,Black,50.0,225780
736,2022-07-27,Volkswagen,Polo,Hatchback,Electric,Automatic,448576.0,Mumbai,Dealer,15367,Grey,53.0,333518
737,2022-01-26,Tata,Tiago,SUV,Diesel,Manual,781612.0,Chennai,Individual,36639,White,20.0,267315
738,2020-06-30,Kia,Carens,SUV,Diesel,Manual,1303480.0,Chennai,Individual,16298,Silver,41.0,976290
739,2023-01-31,Tata,Harrier,Hatchback,Electric,Automatic,943225.0,Pune,Individual,28123,Grey,19.0,553685
740,2020-05-12,Honda,Jazz,Sedan,Electric,Automatic,899877.0,Chennai,Individual,71942,Silver,32.0,459222
741,2021-07-29,Renault,Triber,SUV,Diesel,Automatic,932391.0,Chennai,Dealer,49180,Silver,44.0,112196
742,2020-02-01,Kia,Carens,SUV,Diesel,Manual,1082266.0,Chennai,Individual,69779,Grey,24.0,804986
743,2020-10-04,Mahindra,Bolero,SUV,Electric,Automatic,1060601.0,Kolkata,Individual,24452,Blue,56.0,434759
744,2023-04-01,Hyundai,i20,Hatchback,Diesel,Automatic,1298643.0,Mumbai,Individual,64154,Red,46.0,914917
745,2021-12-22,Volkswagen,Vento,MUV,CNG,Manual,693418.0,Chennai,Individual,50750,Green,21.0,989475
746,2021-03-06,Toyota,Innova,Sedan,Diesel,Automatic,772213.0,Delhi,Individual,65740,Blue,24.0,772860
747,2023-02-09,Mahindra,Scorpio,,,Manual,,,Individual,27875,Silver,,688939
748,2020-11-05,Skoda,Kushaq,Hatchback,Electric,Manual,730935.0,Delhi,Dealer,60323,Silver,44.0,849040
749,2023-01-23,Skoda,Kushaq,SUV,CNG,Manual,772038.0,Pune,Individual,22393,Brown,42.0,782535
