SaleID,SaleDate,Brand,Model,Variant,Price,EngineCC,FuelType,Transmission,BuyerGender,City,UnitsSold
SAL103522,2024-04-20,MG,ZS EV,ZS EV XZ Diesel Manual,1671000,800,Diesel,Manual,Female,Lucknow,6.0
SAL101171,2024-09-25,Tata,Nano,Nano SX(O) Petrol Automatic,1674000,1498,Petrol,Automatic,Male,Jaipur,2.0
SAL103265,2021-11-02,Maruti Suzuki,Dzire,Dzire XZ Hybrid Automatic,362000,999,Hybrid,Automatic,Male,Pune,1.0
SAL103412,2021-03-18,Mahindra,Bolero,Bolero ZXI Petrol Manual,740000,1498,Petrol,Manual,Female,Mumbai,3.0
SAL100789,2020-02-02,Skoda,Kushaq,Kushaq SX Diesel Manual,2884000,1497,Diesel,Manual,Female,Lucknow,2.0
SAL102193,2022-04-05,Hyundai,Venue,Venue XZ+ Petrol Manual,1073000,1998,Petrol,Manual,Male,Bengaluru,2.0
SAL103247,2022-03-01,Honda,WR-V,WR-V ZXI Petrol Automatic,1153000,1197,Petrol,Automatic,Female,Ahmedabad,4.0
SAL103590,2020-06-11,Hyundai,i10,i10 ZXI+ Diesel Manual,1542000,1498,Diesel,Manual,Male,Jaipur,2.0
SAL100078,2020-10-18,Mahindra,Scorpio,Scorpio XM Petrol Automatic,1345000,1198,Petrol,Automatic,Female,Lucknow,6.0
SAL101371,2022-12-14,Hyundai,i10,i10 SX(O) Petrol Automatic,617000,1197,Petrol,Automatic,Female,Jaipur,3.0
SAL103847,2022-03-11,Tata,Nano,Nano SX(O) CNG Manual,1087000,1998,CNG,Manual,Male,Delhi,5.0
SAL103210,2024-04-20,Mahindra,XUV300,XUV300 ZXI CNG Manual,989000,1497,CNG,Manual,Male,Bengaluru,1.0
SAL103795,2022-06-13,Skoda,Kushaq,Kushaq XZ+ Diesel Manual,2249000,1198,Diesel,Manual,Male,Pune,2.0
SAL100708,2020-05-14,Renault,Duster,Duster LXI CNG Manual,529000,1197,CNG,Manual,Male,Kolkata,6.0
SAL102535,2021-08-07,Maruti Suzuki,Dzire,Dzire LXI Diesel Automatic,1051000,1998,Diesel,Automatic,Female,Chennai,2.0
SAL102641,2022-01-04,Tata,Safari,Safari XM Petrol Manual,448000,1198,Petrol,Manual,Female,Mumbai,5.0
SAL102571,2021-05-14,Hyundai,Creta,Creta ZXI Diesel Manual,1487000,1198,Diesel,Manual,Male,Pune,3.0
SAL103239,2024-04-10,Skoda,Octavia,Octavia ZXI Petrol Manual,2025000,1998,Petrol,Manual,Male,Pune,5.0
SAL102515,2021-05-28,Renault,Kiger,Kiger ZXI Petrol Automatic,1134000,2500,Petrol,Automatic,Male,Chennai,2.0
SAL100863,2024-12-01,Kia,EV6,EV6 ZXI+ Diesel Automatic,1549000,2200,Diesel,Automatic,Female,Mumbai,3.0
SAL102611,2024-03-31,Mahindra,Bolero,Bolero XM Hybrid Manual,707000,800,Hybrid,Manual,Male,Bengaluru,3.0
SAL102073,2025-08-07,Honda,Amaze,Amaze XZ CNG Manual,1666000,1998,CNG,Manual,Male,Mumbai,1.0
SAL102103,2023-04-02,Toyota,Fortuner,Fortuner SX(O) Electric Manual,2649000,2500,Electric,Manual,Male,Mumbai,1.0
SAL103004,2024-12-22,Hyundai,Santro,Santro XZ+ Petrol Manual,1086000,999,Petrol,Manual,Male,Bengaluru,1.0
SAL103756,2024-04-25,Renault,Kiger,Kiger SX(O) Hybrid Automatic,466000,1998,Hybrid,Automatic,Female,Ahmedabad,4.0
SAL102350,2020-09-17,Toyota,Urban Cruiser,Urban Cruiser ZXI Petrol Manual,2481000,1498,Petrol,Manual,Female,Ahmedabad,2.0
SAL100374,2022-12-03,Kia,Carens,Carens SX Petrol Automatic,921000,1497,Petrol,Automatic,Male,Delhi,4.0
SAL102993,2020-01-15,Hyundai,i10,i10 ZXI Hybrid Manual,876000,999,Hybrid,Manual,Female,Ahmedabad,3.0
SAL103684,2023-01-14,Maruti Suzuki,Alto,Alto XM Petrol Manual,910000,OneThousand,Petrol,Manual,Female,Bengaluru,3.0
SAL102524,2025-06-13,Toyota,Glanza,Glanza ZXI Petrol Automatic,2952000,2200,Petrol,Automatic,Male,Kolkata,1.0
SAL103679,2025-05-31,Kia,Sonet,Sonet SX(O) Petrol Manual,1467000,1497,Petrol,Manual,Male,Mumbai,2.0
SAL103286,2023-07-16,Renault,Kwid,Kwid LXI Petrol CVT,649000,2200,Petrol,CVT,Female,Mumbai,2.0
SAL100333,2023-06-19,MG,Astor,Astor XM CNG Automatic,1290000,1197,CNG,Automatic,Male,Delhi,1.0
SAL103803,2024-06-06,Kia,EV6,EV6 XZ+ Diesel Manual,2472000,1497,Diesel,Manual,Male,Bengaluru,1.0
SAL100308,2022-09-28,Hyundai,i10,i10 LXI Diesel Manual,1354000,800,Diesel,Manual,Male,Hyderabad,2.0
SAL101644,2023-02-11,Honda,City,City XZ+ Petrol Manual,798000,800,Petrol,Manual,Male,Pune,3.0
SAL103054,2021-03-19,Kia,Seltos,Seltos XM Petrol Automatic,1916000,1197,Petrol,Automatic,Female,Delhi,3.0
SAL100672,2021-08-25,Skoda,Kushaq,Kushaq EX Diesel Manual,977000,2200,Diesel,Manual,Male,Delhi,6.0
SAL100137,2022-06-26,Skoda,Rapid,Rapid SX Petrol Manual,2347000,1498,Petrol,Manual,Female,Delhi,5.0
SAL101715,2020-09-30,Renault,Kiger,Kiger XZ+ Hybrid CVT,1195000,1497,Hybrid,CVT,Male,Jaipur,6.0
SAL103597,2022-10-11,Mahindra,Thar,Thar SX Petrol Manual,1695000,2500,Petrol,Manual,Female,Delhi,1.0
SAL101843,2024-06-29,Maruti Suzuki,Ertiga,Ertiga LXI Petrol AMT,852000,2200,Petrol,AMT,Female,Bengaluru,1.0
SAL100616,2020-02-18,Toyota,Urban Cruiser,Urban Cruiser SX(O) Petrol Manual,871000,1497,Petrol,Manual,Female,Ahmedabad,4.0
SAL103924,2024-03-18,Mahindra,Thar,Thar XZ Electric Automatic,2483000,2200,Electric,Automatic,Male,Pune,3.0
SAL100120,2020-09-26,Renault,Kwid,Kwid ZXI Hybrid Manual,1027000,1197,Hybrid,Manual,Male,Lucknow,5.0
SAL101407,2020-12-20,Mahindra,Scorpio,Scorpio ZXI+ Diesel Manual,2150000,2500,Diesel,Manual,Female,Chennai,2.0
SAL100224,2020-04-03,Skoda,Octavia,Octavia LXI Diesel Manual,1383000,1497,Diesel,Manual,Male,Jaipur,4.0
SAL100376,2021-07-16,Toyota,Glanza,Glanza ZXI Petrol Automatic,3066000,1198,Petrol,Automatic,Male,Lucknow,4.0
SAL102754,2023-07-19,Kia,Carens,Carens ZXI Diesel Automatic,2360000,2500,Diesel,Automatic,Male,Hyderabad,1.0
SAL103419,2024-04-17,Renault,Kwid,Kwid LXI Petrol Automatic,313000,1197,Petrol,Automatic,Female,Bengaluru,4.0
SAL102740,2021-08-08,Mahindra,XUV300,XUV300 XZ+ Petrol Manual,1358000,1197,Petrol,Manual,Female,Hyderabad,4.0
SAL103284,2021-09-20,Honda,City,City SX CNG Manual,1213000,1498,CNG,Manual,Female,Ahmedabad,2.0
SAL100128,2020-10-12,Honda,City,City SX(O) Petrol Manual,708000,1197,Petrol,Manual,Female,Mumbai,1.0
SAL100573,2022-11-08,Skoda,Octavia,Octavia EX Petrol Manual,2169000,999,Petrol,Manual,Male,Jaipur,5.0
SAL101372,2020-12-02,Toyota,Fortuner,Fortuner EX Hybrid Manual,3092000,1498,Hybrid,Manual,Female,Ahmedabad,1.0
SAL102238,2020-02-08,Mahindra,XUV700,XUV700 SX CNG Manual,842000,999,CNG,Manual,Male,Ahmedabad,3.0
SAL101322,2020-02-04,Toyota,Glanza,Glanza LXI Petrol Automatic,3141000,1198,Petrol,Automatic,Male,Bengaluru,3.0
SAL103905,2024-04-15,Skoda,Superb,Superb ZXI Petrol Manual,1865000,1498,Petrol,Manual,Female,Chennai,6.0
SAL103789,2021-08-29,Kia,EV6,EV6 VXI Hybrid Automatic,2467000,2200,Hybrid,Automatic,Male,Chennai,5.0
SAL101723,2021-11-28,Tata,Altroz,Altroz XZ Diesel Manual,441000,1197,Diesel,Manual,Male,Bengaluru,6.0
SAL103690,2023-02-01,Honda,Jazz,Jazz VXI Petrol Manual,1610000,1498,Petrol,Manual,Male,Ahmedabad,3.0
SAL101267,2023-03-24,Kia,Sonet,Sonet VXI Petrol Manual,1616000,2200,Petrol,Manual,Male,Lucknow,3.0
SAL103046,2023-03-04,Tata,Harrier,Harrier SX(O) Petrol Manual,892000,800,Petrol,Manual,Male,Chennai,6.0
SAL103019,2021-11-11,Hyundai,i20,i20 ZXI Petrol Manual,1341000,1998,Petrol,Manual,Female,Bengaluru,6.0
SAL100182,2021-09-23,Hyundai,Creta,Creta XZ+ Diesel Manual,1510000,1197,Diesel,Manual,Male,Lucknow,3.0
SAL102803,2020-09-23,Hyundai,i20,i20 XZ Petrol Manual,1552000,1198,Petrol,Manual,Male,Pune,3.0
SAL103650,2020-10-15,Toyota,Fortuner,Fortuner ZXI+ Diesel Manual,2854000,999,Diesel,Manual,Male,###,2.0
SAL103398,2022-11-10,Hyundai,Verna,Verna EX Hybrid Automatic,699000,1998,Hybrid,Automatic,Female,Jaipur,6.0
SAL100172,2024-03-03,Toyota,Innova,Innova SX Diesel Automatic,2134000,2200,Diesel,Automatic,Female,Lucknow,2.0
SAL100468,2024-07-18,Hyundai,i20,i20 SX(O) Diesel Manual,668000,1198,Diesel,Manual,Male,Delhi,1.0
SAL100590,2025-04-11,Renault,Duster,Duster XM Diesel Automatic,425000,1198,Diesel,Automatic,Female,Bengaluru,5.0
SAL102835,2025-06-23,Honda,City,City XZ Petrol AMT,1711000,2200,Petrol,AMT,Male,Ahmedabad,3.0
SAL103685,2022-05-10,Toyota,Urban Cruiser,Urban Cruiser SX Petrol CVT,2284000,1998,Petrol,CVT,Male,Delhi,6.0
SAL103822,2025-07-16,Hyundai,i10,i10 ZXI+ Diesel Automatic,1367000,2200,Diesel,Automatic,Male,Chennai,6.0
SAL100997,2021-05-19,Kia,Seltos,Seltos XZ Petrol Manual,1033000,800,Petrol,Manual,Female,Delhi,5.0
SAL103775,2024-09-04,Toyota,Fortuner,Fortuner EX CNG Automatic,3308000,1197,CNG,Automatic,Male,Delhi,4.0
SAL102324,2023-02-10,Kia,Carens,Carens LXI Diesel Manual,2200000,1998,Diesel,Manual,Female,Ahmedabad,3.0
SAL101792,2024-03-18,MG,Gloster,Gloster EX Electric Manual,2281000,1197,Electric,Manual,Male,Lucknow,2.0
SAL103808,2021-09-17,Tata,Tigor,Tigor XZ+ Hybrid Automatic,370000,1197,Hybrid,Automatic,Male,Pune,1.0
SAL100412,2023-03-17,Hyundai,i20,i20 SX(O) Diesel Manual,1541000,1998,Diesel,Manual,Female,Jaipur,1.0
SAL101883,2020-12-08,MG,ZS EV,ZS EV XZ Diesel Manual,2903000,1497,Diesel,Manual,Male,Hyderabad,1.0
SAL101891,2021-07-30,Honda,Amaze,Amaze EX Petrol Manual,1142000,1998,Petrol,Manual,Male,Lucknow,5.0
SAL102644,2024-03-10,Honda,WR-V,WR-V ZXI Diesel Manual,753000,999,Diesel,Manual,Female,Kolkata,6.0
SAL100614,2021-11-16,Renault,Kiger,Kiger XM Diesel Manual,1086000,1198,Diesel,Manual,Male,Pune,1.0
SAL103384,2023-04-24,Skoda,Rapid,Rapid VXI Petrol AMT,874000,999,Petrol,AMT,Male,Hyderabad,6.0
SAL103947,2020-10-01,Toyota,Glanza,Glanza ZXI Petrol CVT,2387000,2500,Petrol,CVT,Male,Delhi,6.0
SAL101409,2020-06-17,Toyota,Glanza,Glanza XZ+ Petrol Manual,3131000,2500,Petrol,Manual,Female,Chennai,2.0
SAL102192,2025-07-02,Skoda,Rapid,Rapid LXI Electric Manual,2276000,1497,Electric,Manual,Male,Lucknow,2.0
SAL103931,2024-09-28,Renault,Duster,Duster LXI Hybrid AMT,463000,1998,Hybrid,AMT,Male,Jaipur,1.0
SAL103674,2024-07-06,Renault,Kwid,Kwid EX Electric Automatic,847000,999,Electric,Automatic,Male,Pune,6.0
SAL101263,2020-11-20,Mahindra,XUV700,XUV700 EX Petrol Manual,1519000,1998,Petrol,Manual,Female,Chennai,5.0
SAL101967,2023-08-06,Tata,Safari,Safari XZ Diesel AMT,807000,1497,Diesel,AMT,Male,Delhi,6.0
SAL103663,2025-02-12,Kia,Seltos,Seltos XZ+ Petrol Manual,859000,1197,Petrol,Manual,Male,Jaipur,4.0
SAL102016,2023-11-30,Tata,Nano,Nano LXI Diesel Manual,786000,2200,Diesel,Manual,Female,Kolkata,3.0
SAL103250,2022-07-02,Tata,Tigor,Tigor SX(O) Petrol Manual,1046000,2200,Petrol,Manual,Female,Ahmedabad,6.0
SAL103884,2022-11-20,Hyundai,i20,i20 ZXI Petrol Automatic,1463000,1998,Petrol,Automatic,Male,Ahmedabad,2.0
SAL100810,2021-11-19,Toyota,Glanza,Glanza XZ Petrol CVT,3458000,1497,Petrol,CVT,Male,Kolkata,1.0
SAL100330,2025-04-16,Kia,Seltos,Seltos LXI Hybrid Automatic,1405000,2500,Hybrid,Automatic,Male,Lucknow,2.0
SAL100744,2024-02-23,Mahindra,XUV300,XUV300 ZXI+ Petrol Manual,1118000,2200,Petrol,Manual,Male,Ahmedabad,2.0
SAL101468,2020-03-10,MG,ZS EV,ZS EV SX Petrol Manual,3177000,999,Petrol,Manual,Male,Pune,5.0
SAL101195,2024-08-20,Kia,Carens,Carens SX CNG AMT,2282000,1198,CNG,AMT,Male,Chennai,1.0
SAL101483,2023-09-02,Tata,Safari,Safari SX(O) Petrol Manual,308000,2200,Petrol,Manual,Female,Lucknow,2.0
SAL101136,2020-11-26,Maruti Suzuki,Baleno,Baleno XZ+ Electric AMT,1066000,2500,Electric,AMT,Male,Bengaluru,3.0
SAL102596,2020-04-29,Skoda,Rapid,Rapid ZXI+ Diesel Manual,1397000,1197,Diesel,Manual,Female,Mumbai,1.0
SAL100652,2025-03-10,Skoda,Superb,Superb XM CNG Manual,2091000,1497,CNG,Manual,Male,Hyderabad,6.0
SAL103038,2023-07-11,Toyota,Innova,Innova LXI Petrol Manual,889000,2500,Petrol,Manual,Male,Jaipur,3.0
SAL103489,2020-01-30,Renault,Triber,Triber EX Petrol Automatic,681000,1497,Petrol,Automatic,Female,Lucknow,2.0
SAL102053,2023-11-06,Tata,Tigor,Tigor XZ+ Diesel Automatic,1624000,1998,Diesel,Automatic,Male,Jaipur,3.0
SAL102857,2023-09-04,MG,Gloster,Gloster XM Diesel Automatic,1097000,1498,Diesel,Automatic,Female,Lucknow,1.0
SAL103353,2022-06-10,MG,ZS EV,ZS EV XZ Hybrid Automatic,2268000,1198,Hybrid,Automatic,Male,Pune,1.0
SAL102935,2024-01-31,Maruti Suzuki,Celerio,Celerio ZXI+ Petrol Manual,451000,1998,Petrol,Manual,Female,Jaipur,2.0
SAL102718,2024-09-11,Mahindra,XUV300,XUV300 SX(O) Diesel Manual,2225000,1498,Diesel,Manual,Female,Jaipur,2.0
SAL103715,2024-04-27,Mahindra,Thar,Thar XZ Hybrid Manual,1261000,1998,Hybrid,Manual,Female,Pune,2.0
SAL100829,2023-01-27,Maruti Suzuki,Wagon R,Wagon R SX(O) Hybrid Manual,707000,999,Hybrid,Manual,Male,Ahmedabad,4.0
SAL102927,2020-05-07,Kia,EV6,EV6 SX Petrol Manual,2474000,800,Petrol,Manual,Female,Ahmedabad,6.0
SAL100601,2024-04-11,MG,ZS EV,ZS EV SX(O) Diesel Automatic,1696000,1998,Diesel,Automatic,Male,Bengaluru,4.0
SAL103371,2025-08-20,Renault,Kiger,Kiger XZ Petrol Manual,836000,1198,Petrol,Manual,Female,Kolkata,2.0
SAL102915,2023-05-07,MG,Hector,Hector ZXI+ Petrol AMT,2658000,999,Petrol,AMT,Male,Pune,5.0
SAL101022,2021-10-21,Hyundai,Verna,Verna ZXI Petrol Manual,1509000,2500,Petrol,Manual,Male,Lucknow,6.0
SAL100116,2022-10-23,Maruti Suzuki,Baleno,Baleno ZXI CNG Manual,1023000,1197,CNG,Manual,Male,Mumbai,2.0
SAL102976,2020-05-18,Kia,Sonet,Sonet XM Hybrid Automatic,2226000,2200,Hybrid,Automatic,Female,Ahmedabad,4.0
SAL103686,2021-03-23,Tata,Tiago,Tiago EX Petrol Automatic,1601000,999,Petrol,Automatic,Male,Mumbai,6.0
SAL101378,2025-02-28,Honda,Amaze,Amaze LXI Petrol Manual,1095000,2200,Petrol,Manual,Male,Hyderabad,1.0
SAL100157,2021-07-22,Honda,Amaze,Amaze XM Petrol Manual,1538000,2200,Petrol,Manual,Male,Mumbai,1.0
SAL103179,2024-10-21,Honda,City,City SX Petrol Manual,1454000,800,Petrol,Manual,Male,Ahmedabad,5.0
SAL103700,2021-01-14,Mahindra,XUV300,XUV300 LXI Diesel Manual,1801000,1998,Diesel,Manual,Male,Lucknow,2.0
SAL100218,2021-09-05,Hyundai,Santro,Santro ZXI+ CNG AMT,1180000,1197,CNG,AMT,Male,Jaipur,4.0
SAL103990,2023-10-31,MG,ZS EV,ZS EV SX Diesel Manual,1209000,2200,Diesel,Manual,Male,Hyderabad,3.0
SAL100595,2025-06-16,Honda,Amaze,Amaze XZ+ Petrol Automatic,1221000,999,Petrol,Automatic,Male,Ahmedabad,3.0
SAL102231,2023-02-16,Hyundai,i10,i10 ZXI+ CNG Manual,458000,999,CNG,Manual,Female,Bengaluru,2.0
SAL103706,2023-03-25,Tata,Altroz,Altroz XM Diesel Automatic,1335000,1197,Diesel,Automatic,Male,Delhi,5.0
SAL103901,2023-08-04,Mahindra,Thar,Thar XM Petrol Automatic,1382000,1198,Petrol,Automatic,Female,Jaipur,3.0
SAL101010,2020-05-03,MG,Hector,Hector ZXI Petrol Manual,1553000,1197,Petrol,Manual,Male,Delhi,2.0
SAL103882,2023-04-24,Skoda,Superb,Superb XZ+ Hybrid Manual,2908000,1197,Hybrid,Manual,Male,Ahmedabad,5.0
SAL101116,2021-11-30,Toyota,Fortuner,Fortuner ZXI+ Diesel Manual,956000,2500,Diesel,Manual,Female,Jaipur,2.0
SAL103854,2024-09-25,Renault,Kwid,Kwid XM Diesel Automatic,896000,1497,Diesel,Automatic,Male,Ahmedabad,4.0
SAL100210,2025-07-16,Honda,Jazz,Jazz XZ Petrol Manual,1304000,1197,Petrol,Manual,Female,Ahmedabad,3.0
SAL100067,2022-09-15,Mahindra,Bolero,Bolero VXI Petrol AMT,2144000,1998,Petrol,AMT,Male,Chennai,6.0
SAL103963,2024-04-17,Mahindra,Scorpio,Scorpio SX(O) Petrol Manual,1750000,999,Petrol,Manual,Male,Pune,6.0
SAL102667,2022-11-10,Renault,Kiger,Kiger ZXI+ Petrol Manual,886000,1498,Petrol,Manual,Male,Pune,6.0
SAL103325,2025-05-31,Skoda,Kushaq,Kushaq XM Electric Manual,2454000,1497,Electric,Manual,Male,Ahmedabad,4.0
SAL101651,2022-03-14,Mahindra,XUV300,XUV300 LXI Petrol Manual,1246000,1998,Petrol,Manual,Male,Jaipur,4.0
SAL102232,2024-10-02,Maruti Suzuki,Alto,Alto XZ+ Diesel Manual,1113000,800,Diesel,!!,Female,Chennai,4.0
SAL101654,2022-09-16,Kia,Seltos,Seltos VXI Petrol Manual,949000,2500,Petrol,Manual,Male,Pune,5.0
SAL103238,2020-11-23,Kia,Carens,Carens EX Petrol Automatic,1848000,2500,Petrol,Automatic,Female,Bengaluru,6.0
SAL101443,2022-02-28,Maruti Suzuki,Celerio,Celerio XZ Petrol Manual,699000,2200,Petrol,Manual,Female,Ahmedabad,5.0
SAL102483,2020-04-05,Toyota,Glanza,Glanza SX(O) CNG Manual,1117000,1998,CNG,Manual,Female,Chennai,2.0
SAL101773,2023-08-24,Mahindra,Thar,Thar ZXI Diesel Manual,2420000,1498,Diesel,Manual,Female,Chennai,5.0
SAL103526,2025-01-07,Tata,Nano,Nano XZ Diesel Automatic,1662000,2500,Diesel,Automatic,Male,Delhi,5.0
SAL101790,2025-02-08,Toyota,Glanza,Glanza ZXI Petrol Manual,1120000,1497,Petrol,Manual,Female,Delhi,2.0
SAL100922,2024-11-24,MG,Hector,Hector SX(O) Diesel Manual,3236000,1198,Diesel,Manual,Male,Delhi,3.0
SAL101686,2024-07-26,Toyota,Urban Cruiser,Urban Cruiser ZXI Petrol Manual,3284000,1198,Petrol,Manual,Male,Bengaluru,2.0
SAL100280,2024-10-07,Skoda,Rapid,Rapid ZXI+ Diesel Manual,2758000,999,Diesel,Manual,Female,Chennai,3.0
SAL101341,2023-09-08,MG,Hector,Hector EX Petrol Manual,2157000,2200,Petrol,Manual,Male,Jaipur,5.0
SAL103852,2023-10-05,MG,Hector,Hector EX Hybrid Manual,2532000,1998,Hybrid,Manual,Male,Hyderabad,4.0
SAL100385,2020-07-16,MG,Hector,Hector LXI Diesel Automatic,3009000,999,Diesel,Automatic,Male,Hyderabad,1.0
SAL103863,2021-03-03,Mahindra,Scorpio,Scorpio LXI Hybrid Manual,1160000,1998,Hybrid,Manual,Male,Chennai,3.0
SAL103806,2020-08-23,Hyundai,i20,i20 ZXI+ Petrol Manual,917000,1197,Petrol,Manual,Male,Ahmedabad,1.0
SAL102628,2025-05-13,Tata,Tiago,Tiago SX(O) Petrol Automatic,991000,2500,Petrol,Automatic,Male,Ahmedabad,1.0
SAL102175,2020-02-19,Toyota,Innova,Innova XM Diesel Manual,3044000,1197,Diesel,Manual,Male,Ahmedabad,6.0
SAL100323,2022-03-22,Maruti Suzuki,Alto,Alto ZXI CNG CVT,552000,1998,CNG,CVT,Male,Delhi,5.0
SAL102428,2024-06-17,Hyundai,Verna,Verna XZ Hybrid Manual,777000,1998,Hybrid,Manual,Female,Kolkata,6.0
SAL100462,2022-11-05,Toyota,Urban Cruiser,Urban Cruiser XM Petrol Manual,2789000,1497,Petrol,Manual,Male,Hyderabad,6.0
SAL100948,2024-04-01,Tata,Altroz,Altroz SX(O) CNG Manual,1523000,800,CNG,Manual,Female,Chennai,1.0
SAL103781,2020-02-19,Maruti Suzuki,Baleno,Baleno LXI Hybrid Manual,594000,2200,Hybrid,Manual,Male,Jaipur,2.0
SAL101255,2024-03-07,Hyundai,Creta,Creta XZ CNG AMT,916000,2200,CNG,AMT,Female,Jaipur,3.0
SAL100138,2023-12-09,Hyundai,Creta,Creta SX Petrol AMT,836000,1197,Petrol,AMT,Male,Bengaluru,3.0
SAL103267,2025-04-23,Tata,Nano,Nano ZXI CNG Manual,1085000,1998,CNG,Manual,Female,Kolkata,4.0
SAL103105,2020-10-15,Maruti Suzuki,Alto,Alto SX(O) CNG Manual,691000,2200,CNG,Manual,Male,Kolkata,3.0
SAL103689,2023-07-18,Kia,Carens,Carens ZXI CNG Manual,833000,1998,CNG,Manual,Male,Hyderabad,1.0
SAL101037,2024-05-12,Renault,Triber,Triber XZ+ Electric Manual,952000,800,Electric,Manual,Male,Lucknow,2.0
SAL100816,2024-10-01,Tata,Tigor,Tigor ZXI+ Petrol Manual,1128000,2500,Petrol,!!,Male,Mumbai,4.0
SAL103757,2021-07-26,Maruti Suzuki,Ertiga,Ertiga SX Petrol Manual,608000,OneThousand,Petrol,Manual,Male,Pune,2.0
SAL102544,2023-09-27,MG,Gloster,Gloster EX Petrol Automatic,1222000,1197,Petrol,Automatic,Male,Bengaluru,5.0
SAL101671,2022-05-26,Tata,Tigor,Tigor SX(O) Diesel Automatic,1529000,999,Diesel,Automatic,Male,Kolkata,1.0
SAL103034,2025-04-10,Mahindra,Bolero,Bolero VXI Electric AMT,1200000,999,Electric,AMT,Male,Ahmedabad,3.0
SAL101617,2023-05-02,Hyundai,Verna,Verna XZ Petrol Manual,1194000,2500,Petrol,Manual,Male,Delhi,4.0
SAL100992,2025-07-02,Tata,Altroz,Altroz ZXI+ Petrol Automatic,681000,1197,Petrol,Automatic,Male,Mumbai,3.0
SAL103443,2022-04-08,Mahindra,Bolero,Bolero ZXI Petrol Manual,2492000,1497,Petrol,Manual,Male,Kolkata,2.0
SAL103352,2022-05-24,Kia,Carens,Carens XZ Diesel Manual,2343000,800,Diesel,Manual,Male,Ahmedabad,5.0
SAL100236,2022-12-07,Mahindra,XUV700,XUV700 EX Petrol Manual,1205000,1498,Petrol,Manual,Male,Ahmedabad,4.0
SAL102604,2024-05-10,MG,ZS EV,ZS EV LXI Petrol Manual,1000000,1498,Petrol,Manual,Male,Chennai,2.0
SAL102916,2021-03-25,Renault,Kiger,Kiger LXI Petrol Manual,968000,999,Petrol,Manual,Female,Kolkata,4.0
SAL101142,2023-04-12,Mahindra,Scorpio,Scorpio ZXI+ Petrol Manual,1920000,1197,Petrol,Manual,Male,Ahmedabad,6.0
SAL100398,2020-08-11,Honda,WR-V,WR-V XZ+ Petrol Automatic,1526000,800,Petrol,Automatic,Male,Bengaluru,5.0
SAL103614,2024-11-15,Honda,Jazz,Jazz ZXI+ Petrol Manual,1104000,1998,Petrol,Manual,Male,Mumbai,2.0
SAL100805,2020-12-28,Skoda,Rapid,Rapid EX Electric Automatic,2420000,1197,Electric,Automatic,Female,Lucknow,6.0
SAL100875,2023-04-10,Maruti Suzuki,Swift,Swift XZ Hybrid Manual,441000,999,Hybrid,Manual,Male,Chennai,4.0
SAL102753,2022-09-26,Tata,Safari,Safari XZ Diesel Automatic,783000,2500,Diesel,Automatic,Male,Lucknow,1.0
SAL102550,2024-02-28,Renault,Duster,Duster XZ+ Petrol Manual,614000,1197,Petrol,Manual,Male,Ahmedabad,3.0
SAL100213,2020-01-28,Hyundai,i10,i10 ZXI+ Electric Manual,669000,1497,Electric,Manual,Male,Ahmedabad,3.0
SAL103861,2021-06-20,Skoda,Octavia,Octavia SX Petrol Automatic,2146000,1198,Petrol,Automatic,Male,Jaipur,6.0
SAL102503,2025-01-18,MG,Hector,Hector XM Diesel Manual,3390000,2200,Diesel,Manual,Male,Bengaluru,2.0
SAL101221,2021-12-30,Mahindra,Scorpio,Scorpio SX Diesel Manual,972000,800,Diesel,Manual,Female,Ahmedabad,6.0
SAL102461,2024-07-22,Honda,Jazz,Jazz XZ Hybrid Automatic,1668000,1497,Hybrid,Automatic,Male,Jaipur,4.0
SAL102954,2024-03-10,MG,ZS EV,ZS EV VXI Diesel Manual,3302000,2500,Diesel,Manual,Male,Chennai,4.0
SAL101045,2021-02-12,Maruti Suzuki,Ertiga,Ertiga XZ+ Hybrid Manual,854000,2200,Hybrid,Manual,Male,Mumbai,6.0
SAL100550,2022-12-29,Kia,Seltos,Seltos XZ+ Petrol Manual,1684000,1198,Petrol,Manual,Male,Chennai,6.0
SAL100087,2022-09-07,Renault,Kiger,Kiger XZ+ Petrol CVT,874000,1197,Petrol,CVT,Male,Mumbai,5.0
SAL101544,2024-03-26,MG,Astor,Astor XZ+ Petrol Automatic,3407000,1197,Petrol,Automatic,Female,Chennai,2.0
SAL100306,2020-09-18,Hyundai,Santro,Santro XZ Petrol Manual,1020000,1497,Petrol,Manual,Female,Lucknow,6.0
SAL103547,2021-01-27,Renault,Kwid,Kwid ZXI+ Diesel Manual,736000,800,Diesel,Manual,Male,Jaipur,5.0
SAL102284,2025-06-26,Tata,Nexon,Nexon ZXI+ Diesel Manual,496000,1497,Diesel,Manual,Male,Lucknow,3.0
SAL103945,2022-04-27,Tata,Harrier,Harrier SX(O) Petrol Automatic,323000,1498,Petrol,Automatic,Male,Chennai,3.0
SAL100364,2023-12-03,Renault,Triber,Triber XZ Electric Manual,1147000,1498,Electric,Manual,Male,Kolkata,6.0
SAL102491,2022-01-08,Hyundai,i10,i10 VXI Petrol Manual,644000,999,Petrol,Manual,Female,Lucknow,1.0
SAL103838,2022-01-05,Renault,Kiger,Kiger LXI Diesel AMT,1140000,1498,Diesel,AMT,Male,Chennai,5.0
