SaleID,SaleDate,Brand,Model,Price,EngineCC,FuelType,Transmission,BuyerGender,City,UnitsSold
SAL103130,04-06-2020,Maruti Suzuki,Celerio,1025000,999,Petrol,AMT,Female,Hyderabad,6
SAL101787,28-03-2023,Mahindra,Thar,1805000,2500,CNG,AMT,Male,Mumbai,3
SAL103120,21-08-2023,Hyundai,i20,725000,2500,CNG,Manual,Male,Kolkata,6
SAL101655,12-05-2021,Hyundai,Venue,99999999,2500,Diesel,Automatic,Male,Delhi,4
SAL103180,18-02-2023,MG,ZS EV,1276000,1198,Petrol,Automatic,Male,Lucknow,6
SAL103027,13-10-2021,Mahindra,Thar,1855000,1998,Petrol,Manual,Male,Jaipur,5
SAL102878,21-12-2021,Maruti Suzuki,Ertiga,832000,999,Petrol,Manual,Female,Pune,6
SAL101374,15-05-2024,Hyundai,Verna,697000,2200,Petrol,AMT,Female,Pune,1
SAL100050,26-09-2022,Toyota,Urban Cruiser,3415000,1197,Diesel,Manual,Female,Delhi,4
SAL100696,18-12-2020,Toyota,Fortuner,1508000,1197,Petrol,Manual,Female,Pune,1
SAL100989,01-08-2025,Skoda,Octavia,2602000,2500,Diesel,Automatic,Male,Delhi,4
SAL100911,18-11-2021,Hyundai,i10,722000,1197,Petrol,Manual,Female,Pune,5
SAL103661,09-01-2021,Hyundai,i10,1002000,1998,Petrol,Automatic,Male,Bengaluru,2
SAL102718,08-01-2023,Renault,Triber,1062000,1197,Petrol,Manual,Male,Pune,1
SAL101605,03-10-2022,MG,Gloster,2298000,2200,Petrol,Manual,Male,Lucknow,1
SAL103536,03-12-2024,Mahindra,Bolero,1162000,800,Petrol,Manual,Male,Kolkata,6
SAL100981,13-07-2022,Tata,Safari,1379000,1497,Petrol,Manual,Female,Hyderabad,1
SAL101779,03-03-2022,Tata,Nano,1477000,1497,Petrol,CVT,Male,Jaipur,3
SAL102029,23-08-2020,Tata,Tigor,1216000,1498,Petrol,Manual,Male,Chennai,1
SAL102332,14-05-2023,Tata,Nexon,1145000,800,Petrol,Manual,Male,Ahmedabad,6
SAL101026,10-08-2021,MG,Astor,3155000,999,Petrol,Manual,Male,Hyderabad,1
SAL103590,07-09-2023,Renault,Triber,1156000,1497,Diesel,Manual,Male,Kolkata,5
SAL100208,25-02-2025,Toyota,Glanza,714000,2500,Petrol,Manual,Female,Kolkata,5
SAL103780,24-08-2024,Maruti Suzuki,Celerio,660000,2200,Petrol,Automatic,Female,Jaipur,4
SAL102078,13-10-2024,Kia,EV6,2474000,800,Petrol,Manual,Male,Chennai,3
SAL100628,01-04-2021,Mahindra,XUV300,766000,1197,Hybrid,Automatic,Male,Pune,2
SAL102854,01-06-2025,MG,ZS EV,1255000,800,Petrol,Manual,Female,Chennai,1
SAL102033,17-09-2020,MG,ZS EV,3430000,1998,Petrol,Manual,Male,Pune,3
SAL101816,23-01-2020,Honda,City,1025000,1498,Petrol,Manual,Male,Hyderabad,5
SAL100188,25-10-2021,Tata,Tigor,1042000,1498,Hybrid,Manual,Female,Jaipur,3
SAL101924,05-07-2025,Renault,Duster,1015000,999,Petrol,AMT,Male,Chennai,2
SAL101806,04-09-2023,Renault,Kwid,895000,1198,Petrol,Automatic,Male,Chennai,4
SAL100820,12-01-2021,Toyota,Urban Cruiser,2948000,800,Petrol,Manual,Male,Delhi,3
SAL102076,05-01-2020,Maruti Suzuki,Celerio,515000,1197,Petrol,Manual,Male,Kolkata,5
SAL102933,04-10-2020,MG,Gloster,2361000,1497,Diesel,Automatic,Male,Mumbai,6
SAL101915,18-07-2023,Toyota,Fortuner,2722000,999,Petrol,Manual,Male,Delhi,1
SAL101403,18-07-2025,Honda,Amaze,1510000,1998,Petrol,Manual,Female,Kolkata,6
SAL103608,26-03-2023,Tata,Harrier,1598000,1998,Diesel,Manual,Female,Mumbai,4
SAL103357,14-11-2023,Skoda,Octavia,1642000,1197,Diesel,Manual,Female,Pune,2
SAL101574,08-04-2025,Skoda,Kushaq,1277000,2500,Petrol,Automatic,Female,Lucknow,6
SAL101210,08-05-2024,Tata,Nexon,897000,1998,Petrol,Manual,Male,Kolkata,1
SAL103992,20-12-2023,Skoda,Superb,2455000,1498,Petrol,Automatic,Female,Lucknow,0
SAL100597,02-09-2023,Skoda,###,1179000,1197,Diesel,Manual,Female,Jaipur,6
SAL103523,16-04-2025,Skoda,Octavia,1022000,1197,Petrol,Manual,Male,Hyderabad,4
SAL100493,12-12-2022,Mahindra,Thar,1039000,1198,Petrol,AMT,Male,Bengaluru,4
SAL100821,05-06-2024,Skoda,Superb,810000,1497,Diesel,Manual,Female,Ahmedabad,6
SAL103323,25-06-2021,Toyota,Fortuner,2334000,1198,CNG,Manual,Female,Ahmedabad,1
SAL101959,02-08-2021,Toyota,Fortuner,2900000,1197,CNG,Manual,Female,Lucknow,1
SAL102479,08-07-2023,Tata,Tiago,1412000,1198,Diesel,Manual,Male,Ahmedabad,3
SAL101317,12-07-2024,Honda,WR-V,1505000,2200,Diesel,Manual,Female,Bengaluru,2
SAL101998,27-02-2020,Toyota,Glanza,860000,1197,Hybrid,Manual,Male,Ahmedabad,2
SAL103958,19-07-2024,MG,ZS EV,1127000,1198,Diesel,Manual,Female,Kolkata,1
SAL102989,29-08-2023,Renault,Kwid,1076000,,Petrol,Automatic,Male,Lucknow,2
SAL101546,05-11-2021,Mahindra,Bolero,2151000,1198,Diesel,Automatic,Male,Pune,6
SAL102755,02-02-2024,Tata,Harrier,707000,1198,Diesel,Manual,Female,Bengaluru,2
SAL103479,17-02-2020,Renault,Triber,662000,999,Electric,Automatic,Male,Kolkata,3
SAL103856,27-01-2023,Renault,Duster,619000,1197,Petrol,Manual,Male,Delhi,3
SAL101407,04-09-2022,Hyundai,Santro,1367000,1498,Diesel,Automatic,Male,Hyderabad,6
SAL101624,15-05-2023,Renault,Kiger,458000,1497,Petrol,Manual,Male,Chennai,2
SAL100108,17-02-2022,Honda,Amaze,952000,1497,Diesel,Automatic,Male,Bengaluru,6
SAL102403,14-11-2020,Kia,EV6,1329000,1497,Diesel,Manual,Male,Mumbai ,6
SAL100901,27-06-2020,MG,Hector,1066000,1198,Hybrid,Manual,Female,Jaipur,3
SAL103461,23-09-2021,Renault,Triber,441000,1998,Petrol,AMT,Male,Jaipur,5
SAL101563,23-12-2020,Toyota,Innova,1469000,1497,CNG,Automatic,Male,Jaipur,2
SAL102099,09-07-2023,Maruti Suzuki,Ertiga,656000,1197,Diesel,Manual,Female,Mumbai,2
SAL103797,31-07-2022,Skoda,Kushaq,1027000,1498,Petrol,Automatic,Female,Pune,6
SAL103638,30-01-2022,Toyota,Urban Cruiser,1516000,800,Petrol,Manual,Male,Jaipur,3
SAL102247,23-07-2025,Hyundai,Verna,1398000,1197,Petrol,Manual,Female,Pune,6
SAL102125,20-07-2023,Toyota,Fortuner,2570000,1998,Petrol,Manual,Female,Ahmedabad,3
SAL103782,05-07-2021,Maruti Suzuki,Dzire,310000,1497,CNG,Automatic,Female,Lucknow,5
SAL103335,03-06-2021,Skoda,Superb,2450000,2200,Hybrid,Automatic,Male,Bengaluru,4
SAL103878,22-01-2024,Tata,Altroz,1080000,999,Petrol,Manual,Male,Ahmedabad,5
SAL102054,05-07-2020,Maruti Suzuki,Ertiga,1065000,2500,Petrol,Manual,Female,Delhi,5
SAL100269,08-04-2023,Kia,EV6,1299000,999,CNG,Automatic,Male,Ahmedabad,2
SAL101648,22-12-2022,MG,Gloster,2955000,800,Petrol,Manual,Female,Ahmedabad,2
SAL102216,28-10-2024,Honda,Jazz,1612000,999,Petrol,AMT,Male,Chennai,1
SAL102654,07-08-2025,Skoda,Rapid,2489000,1497,Diesel,Manual,Female,Delhi,5
SAL103527,25-04-2023,Maruti Suzuki,Dzire,983000,999,Petrol,AMT,Male,Delhi,1
SAL101204,15-04-2023,Honda,Jazz,1238000,1198,Petrol,Automatic,Female,Chennai,4
SAL101061,02-03-2025,Hyundai,Santro,1581000,1497,Electric,CVT,Female,Ahmedabad,6
SAL102160,29-03-2020,Renault,Kiger,886000,2500,Petrol,Automatic,Male,Ahmedabad,3
SAL103969,09-09-2022,Toyota,Glanza,1814000,999,Diesel,Manual,Male,Hyderabad,2
SAL101671,28-01-2022,Hyundai,i20,1454000,999,Diesel,Manual,Male,Bengaluru,2
SAL101130,06-10-2023,Hyundai,i20,1268000,2200,Petrol,Manual,Male,Ahmedabad,3
SAL101328,23-10-2023,Tata,Tigor,1222000,1197,Hybrid,Automatic,Male,Delhi,3
SAL101975,23-08-2025,Kia,Carens,2399000,1198,Petrol,AMT,Male,Chennai,4
SAL103374,16-05-2025,MG,Hector,3037000,1497,Petrol,Automatic,Male,Chennai,6
SAL102979,04-08-2022,Honda,Amaze,1767000,1498,Diesel,Manual,Male,Pune,6
SAL101622,16-09-2023,Honda,WR-V,1319000,1498,Petrol,Automatic,Female,Lucknow,5
SAL103304,26-07-2025,Skoda,Kushaq,1284000,999,CNG,Manual,Male,Mumbai,3
SAL101263,12-03-2024,MG,Astor,2138000,1197,Hybrid,CVT,Male,Pune,5
SAL101009,16-02-2021,Mahindra,XUV700,1581000,1998,Petrol,AMT,Male,Kolkata,1
SAL103237,13-01-2022,Honda,WR-V,1756000,2200,Petrol,Manual,Male,Hyderabad,1
SAL101325,04-09-2024,Toyota,Innova,1643000,1497,Hybrid,Manual,Female,Lucknow,6
SAL103251,09-03-2025,Mahindra,XUV300,908000,1497,CNG,Manual,Male,Mumbai,4
SAL103039,03-05-2023,Tata,Altroz,1026000,1498,Diesel,Manual,Male,Kolkata,1
SAL103781,19-09-2022,Renault,Kwid,594000,1197,Petrol,Automatic,Male,Kolkata,2
SAL102665,13-08-2024,Maruti Suzuki,Celerio,566000,1998,Petrol,Manual,Male,Delhi,4
SAL102581,29-12-2020,Maruti Suzuki,Swift,1100000,1498,Diesel,AMT,Male,Bengaluru,2
SAL101212,08-05-2025,Renault,Kiger,447000,1197,Diesel,Automatic,Male,Jaipur,1
SAL101020,24-11-2023,Skoda,Rapid,2334000,1498,Petrol,AMT,Female,Kolkata,6
SAL101979,22-04-2020,Renault,Duster,1058000,999,Hybrid,Manual,Male,Delhi,4
SAL103838,14-09-2024,Mahindra,Scorpio,2381000,2500,Diesel,Automatic,Male,Pune,5
SAL102190,16-01-2022,Kia,Sonet,1242000,1998,Hybrid,Manual,Male,Bengaluru,5
SAL101153,19-05-2021,MG,ZS EV,2700000,1998,Petrol,Manual,Male,Chennai,2
SAL101208,17-07-2025,Skoda,Octavia,1402000,1198,Hybrid,Automatic,Male,Delhi,4
SAL103011,19-03-2025,Maruti Suzuki,Baleno,559000,999,Petrol,Automatic,Female,Ahmedabad,6
SAL103991,25-05-2024,Mahindra,Thar,1080000,800,Diesel,Manual,Male,Chennai,6
SAL101127,22-09-2023,Hyundai,i10,890000,2200,Petrol,Manual,Male,Pune,1
SAL102348,22-02-2025,Tata,Altroz,1131000,1197,Petrol,Manual,Male,Delhi,4
SAL102037,13-01-2022,MG,Hector,1378000,1998,Petrol,Automatic,Male,Kolkata,6
SAL102382,22-02-2020,Kia,Carens,2358000,999,CNG,Manual,Male,Kolkata,1
SAL102683,17-06-2024,Toyota,Fortuner,1761000,1497,Petrol,Manual,Female,Bengaluru,3
SAL100691,11-04-2020,Skoda,Rapid,1736000,1998,Diesel,Manual,Male,Pune,1
SAL100389,25-08-2020,Tata,Tigor,1430000,800,Petrol,Manual,Female,Lucknow,2
SAL101893,24-11-2022,Maruti Suzuki,Dzire,484000,1998,Petrol,CVT,Female,Ahmedabad,5
SAL102043,10-08-2024,Maruti Suzuki,Celerio,403000,1498,CNG,Automatic,Male,Ahmedabad,4
SAL103961,17-10-2023,Renault,Kiger,654000,1197,Petrol,Manual,Male,Ahmedabad,1
SAL100231,28-05-2024,Honda,City,1253000,2500,Petrol,CVT,Female,Mumbai,3
SAL101584,04-05-2021,Toyota,Urban Cruiser,3466000,1197,Petrol,Manual,Female,Mumbai,1
SAL103418,26-01-2022,Skoda,Kushaq,1310000,1198,Petrol,Automatic,Male,Kolkata,5
SAL102717,07-09-2024,Tata,Safari,1664000,2200,Petrol,AMT,Female,Mumbai,5
SAL101860,31-08-2020,Maruti Suzuki,Alto,999000,999,Diesel,Manual,Male,Mumbai,6
SAL101503,01-10-2020,Maruti Suzuki,Baleno,607000,1498,Diesel,Manual,Male,Jaipur,4
SAL101392,09-03-2022,Tata,Altroz,538000,1197,CNG,Manual,Male,Pune,5
SAL102372,13-12-2024,Kia,Seltos,1977000,2200,Hybrid,Manual,Male,Ahmedabad,5
SAL103396,01-01-2021,Kia,EV6,2203000,1497,CNG,Manual,Female,Kolkata,6
SAL100544,15-04-2024,MG,Hector,2545000,800,Petrol,Manual,Male,Bengaluru,3
SAL101673,26-10-2024,Skoda,Octavia,2573000,1198,Diesel,Manual,Female,Kolkata,3
SAL101380,29-11-2023,Tata,Nano,529000,1198,Petrol,CVT,Male,Ahmedabad,4
SAL103671,19-05-2022,Skoda,Octavia,909000,2200,Petrol,Manual,Female,Pune,4
SAL101820,13-06-2022,Mahindra,Thar,1070000,1197,Diesel,Automatic,Male,Bengaluru,2
SAL101293,22-04-2024,Toyota,Innova,2631000,1197,Petrol,Manual,Male,Ahmedabad,1
SAL100170,28-02-2021,Hyundai,i20,1213000,1498,Petrol,Manual,Male,Bengaluru,6
SAL101390,05-02-2024,Mahindra,Scorpio,1125000,1998,Diesel,AMT,Male,Chennai,4
SAL102771,31-07-2022,MG,Hector,1687000,800,Hybrid,Automatic,Male,Hyderabad,4
SAL103177,23-06-2023,Renault,Duster,1094000,1198,CNG,Automatic,Female,Ahmedabad,5
SAL102473,14-04-2022,Toyota,Fortuner,2722000,1198,Petrol,Manual,Male,Chennai,5
SAL103965,01-01-2023,MG,Astor,2968000,2500,Diesel,Manual,Male,Jaipur,4
SAL101373,13-02-2021,Toyota,Urban Cruiser,2078000,1498,Petrol,Manual,Male,Kolkata,2
SAL103235,15-01-2023,Mahindra,Thar,1122000,800,Electric,Automatic,Male,Hyderabad,2
SAL100332,29-06-2022,Maruti Suzuki,Alto,313000,1197,Petrol,Manual,Male,Delhi,5
SAL102603,21-03-2022,Renault,Duster,586000,1197,Petrol,Manual,Male,Lucknow,4
SAL101818,08-08-2025,MG,ZS EV,2562000,1198,Petrol,Automatic,Female,Kolkata,6
SAL102096,29-04-2023,Honda,City,1335000,1197,Petrol,Manual,Female,Bengaluru,1
SAL102107,03-08-2022,Maruti Suzuki,Alto,1116000,2500,Diesel,Automatic,Male,Mumbai,2
SAL100414,27-04-2022,Mahindra,Bolero,1837000,2200,Electric,Manual,Male,Chennai,4
SAL101690,26-02-2021,Maruti Suzuki,Celerio,457000,1197,Petrol,Automatic,Male,Hyderabad,5
SAL102822,21-02-2024,Tata,Nano,1188000,1198,Petrol,Manual,Female,Bengaluru,5
SAL102395,10-02-2023,MG,Hector,1865000,1998,CNG,Manual,Female,Delhi,5
SAL101406,16-04-2024,MG,ZS EV,3110000,800,Diesel,Manual,Female,Delhi,5
SAL101776,08-06-2024,Maruti Suzuki,Swift,919000,1497,Petrol,CVT,Male,Kolkata,3
SAL100536,02-07-2024,Tata,Safari,1490000,2500,Petrol,Manual,Female,Ahmedabad,3
SAL101687,24-05-2025,MG,Gloster,2218000,1198,Petrol,Automatic,Female,Hyderabad,3
SAL101668,03-05-2023,Skoda,Kushaq,1056000,999,Hybrid,Automatic,Male,Hyderabad,1
SAL101195,20-07-2025,Mahindra,XUV300,2269000,1197,Petrol,Manual,Female,Mumbai,2
SAL100870,23-05-2025,MG,Astor,1933000,1498,CNG,Manual,Male,Mumbai,3
SAL102844,08-01-2022,Skoda,Kushaq,2070000,1198,Petrol,Manual,Male,Delhi,5
SAL101168,18-07-2021,Honda,Jazz,707000,999,Petrol,Manual,Female,Lucknow,1
SAL102721,02-07-2021,Maruti Suzuki,Swift,1005000,999,Petrol,Manual,Female,Bengaluru,2
SAL101440,08-02-2021,Honda,City,1767000,2500,Petrol,Automatic,Female,Lucknow,5
SAL102082,21-10-2021,Honda,City,1210000,2200,Petrol,Manual,Male,Delhi,3
SAL100057,17-06-2022,Skoda,Octavia,1231000,1497,Petrol,Manual,Male,Hyderabad,6
SAL100871,02-05-2020,Maruti Suzuki,Alto,,2500,Petrol,Manual,Male,Lucknow,3
SAL101824,02-12-2022,Renault,Kiger,880000,1498,Diesel,Manual,Male,Bengaluru,5
SAL101113,19-08-2024,Honda,Amaze,1291000,2200,Diesel,Manual,Male,Ahmedabad,6
SAL103381,12-07-2025,Renault,Kwid,689000,999,Diesel,Manual,Female,Mumbai,5
SAL100546,03-06-2024,Toyota,Glanza,1018000,1197,Petrol,Manual,Male,Mumbai,5
SAL100649,14-01-2025,Mahindra,XUV700,1597000,800,Petrol,Manual,Female,Mumbai,4
SAL103066,16-06-2020,MG,Gloster,1038000,1198,Diesel,Automatic,Male,Hyderabad,2
SAL102490,13-03-2025,Maruti Suzuki,Swift,557000,1498,Hybrid,AMT,Female,Pune,3
SAL102195,16-06-2024,Toyota,Fortuner,1952000,999,Electric,Manual,Female,Bengaluru,5
SAL102335,01-08-2020,Skoda,Superb,1644000,1998,Hybrid,Automatic,Female,Jaipur,5
SAL103642,08-06-2024,Hyundai,Verna,962000,2200,Diesel,Manual,Male,Lucknow,3
SAL100517,09-04-2025,Mahindra,XUV700,2159000,1197,Petrol,Automatic,Female,Mumbai,1
SAL101386,21-03-2022,Toyota,Innova,2866000,1197,Petrol,Manual,Female,Chennai,2
SAL101069,03-04-2020,Maruti Suzuki,Swift,559000,1998,Petrol,Manual,Male,Delhi,3
SAL102117,08-06-2025,Maruti Suzuki,Wagon R,854000,1497,Diesel,Automatic,Female,Lucknow,2
SAL101177,25-03-2024,Renault,Kwid,396000,1197,Petrol,Manual,Male,Ahmedabad,1
SAL100617,17-11-2024,Toyota,Urban Cruiser,1475000,2500,Petrol,Manual,Male,Jaipur,4
SAL103530,22-09-2022,Honda,Amaze,1006000,1497,Diesel,AMT,Male,Hyderabad,5
SAL103363,23-10-2022,Mahindra,Scorpio,1175000,999,Petrol,Automatic,Female,Mumbai,3
SAL101516,10-06-2021,Mahindra,Thar,1865000,1498,Electric,Manual,Female,Jaipur,4
SAL103784,10-08-2025,Hyundai,Venue,1361000,1197,Petrol,Automatic,M,Ahmedabad,1
SAL102690,06-01-2021,Toyota,Fortuner,2187000,2200,Petrol,Manual,Female,Lucknow,2
SAL101224,05-02-2022,Renault,Triber,678000,2200,Petrol,Manual,Female,Jaipur,6
SAL102820,27-05-2021,Skoda,Octavia,2838000,1998,Petrol,Automatic,Male,Bengaluru,2
SAL102313,12-05-2021,Toyota,Fortuner,2666000,1998,Diesel,Automatic,Male,Hyderabad,5
SAL102205,14-11-2024,Skoda,Kushaq,2820000,2500,Petrol,Manual,Male,Ahmedabad,5
SAL103086,11-02-2022,Renault,Duster,667000,1198,Petrol,AMT,Male,Ahmedabad,2
SAL101351,13-07-2024,Toyota,Innova,2320000,800,Electric,Manual,Female,Ahmedabad,3
SAL102903,30-05-2022,Hyundai,Santro,900000,2500,Petrol,AMT,Female,Ahmedabad,1
SAL103490,17-01-2021,Honda,WR-V,793000,1197,Petrol,Manual,Male,Delhi,5
SAL103931,14-08-2025,Toyota,Fortuner,1207000,1498,Petrol,Manual,Male,Lucknow,1
SAL100471,13-02-2022,Skoda,Superb,2934000,800,Diesel,Automatic,Male,Delhi,5
SAL100387,05-05-2021,Renault,Triber,460000,1998,Petrol,Manual,Female,Bengaluru,2
SAL102109,29-10-2021,Maruti Suzuki,Alto,1185000,1197,Diesel,Manual,Male,Pune,1
SAL103306,14-10-2023,Maruti Suzuki,Swift,635000,2500,Petrol,Manual,Male,Pune,4
SAL101863,11-03-2022,Maruti Suzuki,Dzire,791000,2500,Petrol,Manual,Male,Ahmedabad,6
SAL101435,02-08-2025,Tata,Tiago,342000,1197,Petrol,CVT,Male,Bengaluru,5
SAL103829,15-04-2021,Skoda,Superb,1287000,2200,Petrol,Automatic,Male,Bengaluru,2
SAL103899,11-05-2022,Mahindra,XUV300,2220000,1197,Diesel,Manual,Female,Lucknow,1
SAL101227,25-05-2024,Mahindra,XUV700,1194000,1498,Petrol,Manual,Male,Kolkata,4
SAL102011,29-12-2020,Tata,Nano,388000,1497,Petrol,CVT,Male,Bengaluru,6
SAL100581,12-05-2020,Honda,City,1778000,1497,Petrol,Manual,Male,Bengaluru,2
SAL102135,27-08-2020,Honda,Jazz,1679000,1998,Petrol,Manual,Male,Mumbai,1
SAL102563,15-12-2022,Toyota,Fortuner,904000,2500,Petrol,Manual,Male,Bengaluru,1
SAL101412,30-12-2020,Tata,Safari,678000,1498,Petrol,Manual,Female,Chennai,3
SAL101014,08-02-2024,Mahindra,Bolero,1970000,2200,Diesel,Manual,Male,Ahmedabad,4
SAL103400,14-02-2024,Skoda,Octavia,948000,800,Hybrid,Manual,Male,Ahmedabad,1
SAL101053,04-06-2025,MG,Hector,2997000,800,Petrol,Manual,Male,Pune,3
SAL100091,26-02-2020,Tata,Tigor,1299000,2500,Petrol,Manual,Female,Delhi,4
SAL101675,14-04-2021,MG,ZS EV,1762000,1998,Diesel,Automatic,Male,Lucknow,2
SAL102169,03-01-2020,Honda,City,1058000,1198,Petrol,Manual,Male,Hyderabad,1
SAL102458,12-06-2023,Mahindra,Thar,1580000,2200,Petrol,Automatic,Male,Delhi,6
SAL103488,11-03-2021,Maruti Suzuki,Dzire,329000,999,Diesel,Automatic,Female,Hyderabad,6
SAL103793,11-07-2021,Skoda,Kushaq,2426000,1498,Diesel,Manual,Female,Delhi,6
SAL102947,09-12-2021,Mahindra,Thar,1616000,1497,Hybrid,Manual,Male,Pune,5
SAL103193,14-05-2024,Maruti Suzuki,Ertiga,594000,800,Petrol,Automatic,Female,Delhi,6
SAL101001,25-03-2021,Toyota,Urban Cruiser,2217000,999,Diesel,Manual,Male,Mumbai,6
,29-08-2024,Kia,EV6,2156000,2500,Diesel,Automatic,Male,Jaipur,1
SAL100908,21-05-2020,Honda,Amaze,985000,2500,Petrol,123,Female,Jaipur,6
SAL102962,24-04-2023,MG,Gloster,1839000,1498,Petrol,Automatic,Male,Jaipur,6
SAL101165,04-04-2022,Renault,Duster,1036000,1197,Petrol,Manual,Female,Delhi,5
SAL101095,07-06-2022,Kia,Carens,1100000,800,Petrol,Manual,Female,Bengaluru,3
SAL102229,08-03-2021,Skoda,Rapid,1460000,1998,CNG,Automatic,Female,Mumbai,2
SAL102153,15-02-2021,Maruti Suzuki,Celerio,1043000,1497,Petrol,Manual,Male,Lucknow,4
SAL101940,01-05-2024,MG,ZS EV,1146000,999,Petrol,Manual,Male,Pune,4
SAL101365,16-05-2024,Toyota,Glanza,1068000,800,Petrol,Manual,Male,Chennai,5
SAL101999,27-02-2023,Tata,Nexon,695000,1498,Electric,AMT,Male,Lucknow,5
SAL100120,20-04-2022,Honda,Amaze,1588000,999,CNG,Manual,Male,Chennai,3
SAL101730,22-02-2021,Kia,Sonet,1321000,999,Petrol,Manual,Male,Delhi,5
SAL101482,24-11-2020,Mahindra,XUV700,1680000,1498,Diesel,Manual,Female,Lucknow,1
SAL103618,26-07-2025,Kia,Carens,2153000,800,Petrol,Manual,Male,Jaipur,2
SAL100922,16-04-2022,Maruti Suzuki,Celerio,1105000,1197,Petrol,Manual,Female,Chennai,2
SAL103727,14-04-2020,Tata,Harrier,429000,999,Petrol,Manual,Male,Bengaluru,2
SAL101945,07-07-2020,Honda,City,1269000,1998,Petrol,Automatic,Male,Kolkata,1
SAL101411,19-10-2021,Renault,Duster,401000,1198,Diesel,Automatic,Male,Hyderabad,3
SAL100511,30-01-2020,MG,Astor,2046000,2500,Petrol,Manual,Male,Hyderabad,2
SAL102500,05-02-2024,Toyota,Glanza,3017000,1198,Petrol,Automatic,Male,Ahmedabad,5
SAL102259,13-05-2020,MG,Hector,2086000,2200,Petrol,Automatic,Male,Hyderabad,3
SAL100867,09-11-2023,Kia,Seltos,1109000,1198,Electric,Manual,Male,Delhi,3
SAL102055,29-03-2022,Tata,Safari,1237000,1998,Petrol,Manual,Male,Hyderabad,1
SAL101868,12-09-2022,Honda,City,845000,1197,Diesel,Manual,Male,Kolkata,4
SAL101364,15-09-2023,Renault,Triber,960000,999,Petrol,Manual,Male,Hyderabad,1
SAL100373,02-04-2022,Maruti Suzuki,Swift,915000,800,Petrol,Manual,Female,Chennai,3
SAL100356,27-02-2023,Skoda,Kushaq,858000,1497,Petrol,Manual,Male,Ahmedabad,2
SAL103281,15-04-2020,Tata,Harrier,557000,999,Electric,Manual,Female,Jaipur,1
SAL101460,10-08-2021,Honda,Jazz,1133000,999,Diesel,Manual,Male,Mumbai,4
SAL100710,06-10-2024,Kia,Sonet,2092000,999,Petrol,Automatic,Female,Mumbai,2
SAL102761,17-03-2021,Hyundai,Creta,409000,1497,Diesel,Manual,Male,Kolkata,4
SAL103359,11-05-2023,MG,Astor,2649000,1498,Petrol,Automatic,Male,Mumbai,2
SAL101046,30-09-2021,Maruti Suzuki,Baleno,510000,800,Hybrid,Manual,Female,Jaipur,2
SAL101493,15-08-2024,MG,Gloster,1183000,2500,Diesel,Manual,Male,Mumbai ,6
SAL102040,30-12-2023,Skoda,Rapid,2671000,1197,Petrol,Manual,Male,Jaipur,4
SAL102957,08-12-2020,Tata,Tiago,1506000,2200,Petrol,Manual,Male,Hyderabad,5
SAL101059,30-07-2025,MG,Hector,2569000,999,CNG,Manual,Female,Jaipur,1
SAL103939,30-06-2021,Skoda,Superb,1720000,2200,Petrol,AMT,Female,Kolkata,1
SAL101826,22-02-2021,Skoda,Octavia,892000,1998,Petrol,Automatic,Female,Delhi,6
SAL101621,14-07-2025,Renault,Triber,354000,999,Petrol,Manual,Female,Lucknow,6
SAL102339,09-11-2022,Renault,Duster,677000,1197,Petrol,Manual,Female,Mumbai,2
SAL103833,01-02-2021,Maruti Suzuki,Ertiga,646000,1497,Petrol,Manual,Female,Ahmedabad,2
SAL101544,31-10-2023,Skoda,Octavia,2918000,2500,Diesel,Automatic,Female,Lucknow,2
SAL102422,05-01-2022,Maruti Suzuki,Dzire,981000,999,Diesel,Automatic,Male,Mumbai,3
SAL103737,28-01-2022,Skoda,Kushaq,2453000,1198,Diesel,Manual,Male,Jaipur,5
SAL102430,19-03-2020,Honda,City,1363000,2200,Petrol,Manual,Male,Pune,5
SAL100339,24-02-2023,Honda,Amaze,808000,800,CNG,Manual,Male,Lucknow,2
SAL101169,06-05-2023,Tata,Safari,702000,999,Petrol,Manual,Male,Pune,1
SAL101996,04-09-2021,Tata,Harrier,1639000,1198,Diesel,Manual,Female,Delhi,1
SAL101512,09-02-2022,MG,Astor,3389000,999,Petrol,Manual,Female,Jaipur,5
SAL100209,16-02-2023,Renault,Triber,445000,2500,Petrol,AMT,Female,Kolkata,6
SAL102305,24-11-2022,MG,Hector,1993000,999,Diesel,Manual,Female,Ahmedabad,5
SAL102873,30-09-2020,Tata,Tigor,887000,1497,??,Automatic,Female,Delhi,6
SAL103052,11-08-2025,Maruti Suzuki,Baleno,542000,2200,Hybrid,Automatic,Male,Bengaluru,3
SAL102758,28-01-2021,Hyundai,i20,1249000,800,Petrol,Automatic,Female,Hyderabad,1
SAL102114,28-02-2023,Honda,WR-V,1420000,1497,Hybrid,Automatic,Male,Chennai,4
SAL100003,10-10-2023,Mahindra,Thar,1778000,999,Petrol,Manual,Female,Lucknow,
SAL103402,29-11-2022,Hyundai,i10,1599000,800,Petrol,Automatic,Male,Jaipur,3
SAL100000,31-01-2023,Hyundai,Santro,849000,1198,Petrol,Automatic,Male,Jaipur,1
SAL102513,24-06-2022,Toyota,Innova,2129000,999,Petrol,Automatic,Male,Kolkata,2
SAL101798,07-10-2022,Honda,Jazz,778000,1197,Diesel,Automatic,Female,Hyderabad,2
